productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3,extAttack4
89474,Spoink - 066/106,Spoink 066 106,https://tcgplayer-cdn.tcgplayer.com/product/89474_200w.jpg,3,1410,https://cpt.tcgcsv.com/vPK,2024-04-11T15:05:40.067,1,66/106,Common,Psychic,50,Basic,,"[1] Lunge (20) 
<br>Flip a coin.  If tails, this attack does nothing.",,P,None,1,4.0,4.1,4.19,9.37,,Reverse Holofoil,,
89655,Swablu,Swablu,https://tcgplayer-cdn.tcgplayer.com/product/89655_200w.jpg,3,1410,https://cpt.tcgcsv.com/7TK,2024-04-11T15:05:40.357,1,67/106,Common,Colorless,40,Basic,"<b>Poke-BODY</b> Feathery <br>
<br>As long as Swablu is on your Bench, prevent all damage done to Swablu by opponent's attacks.","[1] Razor Wind (20) 
<br>Flip a coin.  If tails, this attack does nothing.",,L,F,1,0.35,0.98,2.16,1.35,1.99,Normal,,
89655,Swablu,Swablu,https://tcgplayer-cdn.tcgplayer.com/product/89655_200w.jpg,3,1410,https://cpt.tcgcsv.com/7TK,2024-04-11T15:05:40.357,1,67/106,Common,Colorless,40,Basic,"<b>Poke-BODY</b> Feathery <br>
<br>As long as Swablu is on your Bench, prevent all damage done to Swablu by opponent's attacks.","[1] Razor Wind (20) 
<br>Flip a coin.  If tails, this attack does nothing.",,L,F,1,28.0,28.88,39.99,5.0,39.99,Reverse Holofoil,,
89671,Swalot,Swalot,https://tcgplayer-cdn.tcgplayer.com/product/89671_200w.jpg,3,1410,https://cpt.tcgcsv.com/rTK,2024-04-11T15:05:40.573,1,40/106,Uncommon,Grass,80,Stage 1,,"[2] Blot (20) 
<br>Remove 1 damage counter from Swalot.","[2G] Poison Breath (40) 
<br>The Defending Pokemon is now Poisoned.",P,None,2,0.89,1.35,2.78,1.37,1.49,Normal,,
89671,Swalot,Swalot,https://tcgplayer-cdn.tcgplayer.com/product/89671_200w.jpg,3,1410,https://cpt.tcgcsv.com/rTK,2024-04-11T15:05:40.573,1,40/106,Uncommon,Grass,80,Stage 1,,"[2] Blot (20) 
<br>Remove 1 damage counter from Swalot.","[2G] Poison Breath (40) 
<br>The Defending Pokemon is now Poisoned.",P,None,2,7.7,7.98,8.26,7.72,,Reverse Holofoil,,
89692,Swellow,Swellow,https://tcgplayer-cdn.tcgplayer.com/product/89692_200w.jpg,3,1410,https://cpt.tcgcsv.com/STK,2024-04-11T15:05:40.887,1,41/106,Uncommon,Colorless,70,Stage 1,,[1] Peck (20),"[3] Skill Dive 
<br>Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",L,F,0,0.36,1.25,2.49,1.55,1.47,Normal,,
89692,Swellow,Swellow,https://tcgplayer-cdn.tcgplayer.com/product/89692_200w.jpg,3,1410,https://cpt.tcgcsv.com/STK,2024-04-11T15:05:40.887,1,41/106,Uncommon,Colorless,70,Stage 1,,[1] Peck (20),"[3] Skill Dive 
<br>Choose 1 of your opponent's Pokemon.  This attack does 40 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",L,F,0,6.2,8.92,11.99,9.99,,Reverse Holofoil,,
89733,Taillow,Taillow,https://tcgplayer-cdn.tcgplayer.com/product/89733_200w.jpg,3,1410,https://cpt.tcgcsv.com/HVK,2024-04-11T15:05:41.023,1,68/106,Common,Colorless,50,Basic,,"[1] Razor Wind (10)
<br>Flip a coin.  If tails, this attack does nothing.",,L,F,1,0.25,0.41,1.59,0.42,0.29,Normal,,
89733,Taillow,Taillow,https://tcgplayer-cdn.tcgplayer.com/product/89733_200w.jpg,3,1410,https://cpt.tcgcsv.com/HVK,2024-04-11T15:05:41.023,1,68/106,Common,Colorless,50,Basic,,"[1] Razor Wind (10)
<br>Flip a coin.  If tails, this attack does nothing.",,L,F,1,4.16,4.43,15.0,5.72,,Reverse Holofoil,,
89955,Torchic,Torchic,https://tcgplayer-cdn.tcgplayer.com/product/89955_200w.jpg,3,1410,https://cpt.tcgcsv.com/7_K,2024-07-26T17:56:05.487,1,69/106,Common,Fire,50,Basic,,"[R] Hypnotic Gaze 
<br>The Defending Pokemon is now Asleep.",,W,None,1,0.2,0.5,1.56,0.55,,Normal,,
89955,Torchic,Torchic,https://tcgplayer-cdn.tcgplayer.com/product/89955_200w.jpg,3,1410,https://cpt.tcgcsv.com/7_K,2024-07-26T17:56:05.487,1,69/106,Common,Fire,50,Basic,,"[R] Hypnotic Gaze 
<br>The Defending Pokemon is now Asleep.",,W,None,1,22.0,26.45,35.99,22.66,,Reverse Holofoil,,
90037,Treecko,Treecko,https://tcgplayer-cdn.tcgplayer.com/product/90037_200w.jpg,3,1410,https://cpt.tcgcsv.com/M0L,2024-04-11T15:05:41.283,1,70/106,Common,Grass,50,Basic,,"[G] Tail Smash (10) 
<br>Flip a coin.  If tails, this attack does nothing.",,R,W,1,0.15,0.49,4.49,0.39,,Normal,,
90037,Treecko,Treecko,https://tcgplayer-cdn.tcgplayer.com/product/90037_200w.jpg,3,1410,https://cpt.tcgcsv.com/M0L,2024-04-11T15:05:41.283,1,70/106,Common,Grass,50,Basic,,"[G] Tail Smash (10) 
<br>Flip a coin.  If tails, this attack does nothing.",,R,W,1,6.99,9.69,12.33,22.72,,Reverse Holofoil,,
90397,Volbeat,Volbeat,https://tcgplayer-cdn.tcgplayer.com/product/90397_200w.jpg,3,1410,https://cpt.tcgcsv.com/Z9L,2024-04-11T15:05:41.407,1,42/106,Uncommon,Grass,60,Basic,,"[1] Confuse Ray 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.","[1G] Double-edge (30) 
<br>Volbeat does 10 damage to itself.",R,None,1,0.96,1.2,2.49,1.37,,Normal,,
90397,Volbeat,Volbeat,https://tcgplayer-cdn.tcgplayer.com/product/90397_200w.jpg,3,1410,https://cpt.tcgcsv.com/Z9L,2024-04-11T15:05:41.407,1,42/106,Uncommon,Grass,60,Basic,,"[1] Confuse Ray 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.","[1G] Double-edge (30) 
<br>Volbeat does 10 damage to itself.",R,None,1,25.0,29.35,30.6,27.73,29.99,Reverse Holofoil,,
90416,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/90416_200w.jpg,3,1410,https://cpt.tcgcsv.com/lbL,2024-04-11T15:05:41.543,1,71/106,Common,Lightning,50,Basic,,[1] Ram (10),[3] Speed Ball (30),F,None,1,0.22,0.46,1.53,0.45,,Normal,,
90416,Voltorb,Voltorb,https://tcgplayer-cdn.tcgplayer.com/product/90416_200w.jpg,3,1410,https://cpt.tcgcsv.com/lbL,2024-04-11T15:05:41.543,1,71/106,Common,Lightning,50,Basic,,[1] Ram (10),[3] Speed Ball (30),F,None,1,3.0,18.4,22.9,12.73,,Reverse Holofoil,,
90438,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/90438_200w.jpg,3,1410,https://cpt.tcgcsv.com/NbL,2024-04-11T15:05:41.713,1,72/106,Common,Fire,50,Basic,,[1] Bite (10),"[1R] Firebreathing (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",W,None,1,0.3,0.65,3.0,0.6,,Normal,,
90438,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/90438_200w.jpg,3,1410,https://cpt.tcgcsv.com/NbL,2024-04-11T15:05:41.713,1,72/106,Common,Fire,50,Basic,,[1] Bite (10),"[1R] Firebreathing (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",W,None,1,28.88,38.42,47.95,23.65,,Reverse Holofoil,,
90465,Wally's Training,Wallys Training,https://tcgplayer-cdn.tcgplayer.com/product/90465_200w.jpg,3,1410,https://cpt.tcgcsv.com/kcL,2024-04-11T15:15:18.343,1,85/106,Uncommon,Supporter,,,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>Search your deck for a card that evolves from your Active Pokemon <em>(choose 1 if there are 2)</em> and put it on your Active Pokemon.  <em>(This counts as evolving that Pokemon.)</em> Shuffle your deck afterward.",,,,,,0.19,0.58,1.99,0.66,,Normal,,
90465,Wally's Training,Wallys Training,https://tcgplayer-cdn.tcgplayer.com/product/90465_200w.jpg,3,1410,https://cpt.tcgcsv.com/kcL,2024-04-11T15:15:18.343,1,85/106,Uncommon,Supporter,,,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>Search your deck for a card that evolves from your Active Pokemon <em>(choose 1 if there are 2)</em> and put it on your Active Pokemon.  <em>(This counts as evolving that Pokemon.)</em> Shuffle your deck afterward.",,,,,,9.99,11.47,12.95,9.6,,Reverse Holofoil,,
90507,Water Energy,Water Energy,https://tcgplayer-cdn.tcgplayer.com/product/90507_200w.jpg,3,1410,https://cpt.tcgcsv.com/9dL,2025-07-24T20:31:18.517,1,103/106,Holo Rare,Energy,,,,,,,,,13.5,18.5,49.99,15.0,,Normal,,
90507,Water Energy,Water Energy,https://tcgplayer-cdn.tcgplayer.com/product/90507_200w.jpg,3,1410,https://cpt.tcgcsv.com/9dL,2025-07-24T20:31:18.517,1,103/106,Holo Rare,Energy,,,,,,,,,11.93,14.51,22.49,13.3,10.99,Holofoil,,
90581,Whismur,Whismur,https://tcgplayer-cdn.tcgplayer.com/product/90581_200w.jpg,3,1410,https://cpt.tcgcsv.com/FfL,2024-07-26T17:56:05.54,1,73/106,Common,Colorless,50,Basic,,[1] Tackle (10),[2] Rollout (20),F,None,1,0.25,0.5,1.5,0.54,,Normal,,
90581,Whismur,Whismur,https://tcgplayer-cdn.tcgplayer.com/product/90581_200w.jpg,3,1410,https://cpt.tcgcsv.com/FfL,2024-07-26T17:56:05.54,1,73/106,Common,Colorless,50,Basic,,[1] Tackle (10),[2] Rollout (20),F,None,1,9.1,14.49,19.99,5.67,13.99,Reverse Holofoil,,
90703,Zangoose,Zangoose,https://tcgplayer-cdn.tcgplayer.com/product/90703_200w.jpg,3,1410,https://cpt.tcgcsv.com/5jL,2024-04-11T15:05:42.403,1,21/106,Rare,Colorless,70,Basic,,"[1] Extra Claws (10+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 10 damage plus 20 more damage.","[2] Quick Attack (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",F,None,1,1.05,4.05,8.99,3.92,,Normal,,
90703,Zangoose,Zangoose,https://tcgplayer-cdn.tcgplayer.com/product/90703_200w.jpg,3,1410,https://cpt.tcgcsv.com/5jL,2024-04-11T15:05:42.403,1,21/106,Rare,Colorless,70,Basic,,"[1] Extra Claws (10+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 10 damage plus 20 more damage.","[2] Quick Attack (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",F,None,1,11.53,32.26,52.99,12.15,,Reverse Holofoil,,
90747,Zigzagoon,Zigzagoon,https://tcgplayer-cdn.tcgplayer.com/product/90747_200w.jpg,3,1410,https://cpt.tcgcsv.com/ZjL,2024-04-11T15:05:42.543,1,74/106,Common,Colorless,40,Basic,,[1] Gnaw (10),"[2] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,None,1,2.22,5.49,6.79,2.15,,Normal,,
90747,Zigzagoon,Zigzagoon,https://tcgplayer-cdn.tcgplayer.com/product/90747_200w.jpg,3,1410,https://cpt.tcgcsv.com/ZjL,2024-04-11T15:05:42.543,1,74/106,Common,Colorless,40,Basic,,[1] Gnaw (10),"[2] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,None,1,10.1,10.1,10.1,9.99,,Reverse Holofoil,,
97730,Sceptile,Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/97730_200w.jpg,3,1410,https://cpt.tcgcsv.com/D6P,2024-04-11T15:05:42.687,1,10/106,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Green Essence <br>
<br>As long as Sceptile is in play, each of your Active Pokemon that has G Energy attached to it can't be affected by any Special Conditions.",[G] Razor Leaf (30),"[3G] Swift (60) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",R,W,2,18.45,22.72,29.99,22.21,,Holofoil,,
97730,Sceptile,Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/97730_200w.jpg,3,1410,https://cpt.tcgcsv.com/D6P,2024-04-11T15:05:42.687,1,10/106,Holo Rare,Grass,100,Stage 2,"<b>Poke-BODY</b> Green Essence <br>
<br>As long as Sceptile is in play, each of your Active Pokemon that has G Energy attached to it can't be affected by any Special Conditions.",[G] Razor Leaf (30),"[3G] Swift (60) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",R,W,2,60.0,74.0,75.0,89.95,,Reverse Holofoil,,
97731,Swampert,Swampert,https://tcgplayer-cdn.tcgplayer.com/product/97731_200w.jpg,3,1410,https://cpt.tcgcsv.com/F6P,2024-04-11T15:05:43.01,1,11/106,Holo Rare,Water,110,Stage 2,"<b>Poke-POWER</b> Water Cyclone<br>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a Water Energy attached to 1 of your Active Pokemon to 1 of your Benched Pokemon.  This power can't be used if Swampert is affected by a Special Condition.","[1] Spinning Tail 
<br>Does 10 damage to each of your opponent's Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[1WW] Aqua Sonic (60) 
<br>This attack's damage isn't affected by Resistance.",G,None,2,36.27,40.0,44.99,35.6,,Holofoil,,
97731,Swampert,Swampert,https://tcgplayer-cdn.tcgplayer.com/product/97731_200w.jpg,3,1410,https://cpt.tcgcsv.com/F6P,2024-04-11T15:05:43.01,1,11/106,Holo Rare,Water,110,Stage 2,"<b>Poke-POWER</b> Water Cyclone<br>
<br>As often as you like during your turn <em>(before your attack)</em>, you may move a Water Energy attached to 1 of your Active Pokemon to 1 of your Benched Pokemon.  This power can't be used if Swampert is affected by a Special Condition.","[1] Spinning Tail 
<br>Does 10 damage to each of your opponent's Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[1WW] Aqua Sonic (60) 
<br>This attack's damage isn't affected by Resistance.",G,None,2,33.08,33.08,33.08,44.99,,Reverse Holofoil,,
98546,Emerald Booster Pack,Emerald Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/98546_200w.jpg,3,1410,https://cpt.tcgcsv.com/XqP,2017-07-22T16:58:16.017,1,,,,,,,,,,,,399.0,424.5,450.0,,,Normal,,
98547,Emerald Booster Box,Emerald Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/98547_200w.jpg,3,1410,https://cpt.tcgcsv.com/ZqP,2015-05-06T13:54:15.633,1,,,,,,,,,,,,,,,,,,,
232874,"Emerald Theme Deck - ""Hydrobloom"" [Milotic]",Emerald Theme Deck Hydrobloom Milotic,https://tcgplayer-cdn.tcgplayer.com/product/232874_200w.jpg,3,1410,https://cpt.tcgcsv.com/v9T2,2021-02-17T16:06:31.37,1,,,,,,"Swamp your opponents with the Hydrobloom theme deck. Rain down on them with Water and Grass Pokémon before Milotic surfs to victory with a Super Hypno Wave attack!
<br><br><strong>Contents for each Deck:</strong>
<br>• 1 60-card pre-constructed deck 
<br>• Damage counters 
<br>• 1 coin",,,,,,199.94,199.95,199.99,,,Normal,,
232875,"Emerald Theme Deck - ""Wildfire"" [Manectric]",Emerald Theme Deck Wildfire Manectric,https://tcgplayer-cdn.tcgplayer.com/product/232875_200w.jpg,3,1410,https://cpt.tcgcsv.com/w9T2,2021-02-17T16:07:40.053,1,,,,,,"Let your skills race out of control with the Wildfire theme deck. First, blaze through your opponent's defenses with Fire and Lightning Pokémon, then take them all by surprise when Manectric performs a Tail Shock attack!
<br><br><strong>Contents for each Deck:</strong>
<br>• 1 60-card pre-constructed deck 
<br>• Damage counters 
<br>• 1 coin",,,,,,179.95,179.97,179.99,179.95,,Normal,,
