productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
88497,Radio Tower,Radio Tower,https://tcgplayer-cdn.tcgplayer.com/product/88497_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZpK,2022-11-29T03:27:17.607,1,095/105,Rare,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may look at the top 2 cards of his or her deck and put them back in the same order.",9.08,9.5,12.98,10.08,,1st Edition,,,,,,,,
88497,Radio Tower,Radio Tower,https://tcgplayer-cdn.tcgplayer.com/product/88497_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZpK,2022-11-29T03:27:17.607,1,095/105,Rare,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may look at the top 2 cards of his or her deck and put them back in the same order.",4.74,5.55,9.89,5.72,,Unlimited,,,,,,,,
88693,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/88693_200w.jpg,3,1444,https://cpt.tcgcsv.com/TtK,2022-11-29T03:28:32.1,1,080/105,Common,Water,,0.99,1.62,4.99,1.61,1.14,1st Edition,40,Basic,"[W] Fury Strikes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",,L,,,
88693,Remoraid,Remoraid,https://tcgplayer-cdn.tcgplayer.com/product/88693_200w.jpg,3,1444,https://cpt.tcgcsv.com/TtK,2022-11-29T03:28:32.1,1,080/105,Common,Water,,0.22,0.6,2.55,0.64,,Unlimited,40,Basic,"[W] Fury Strikes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",,L,,,
88995,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/88995_200w.jpg,3,1444,https://cpt.tcgcsv.com/WCK,2022-11-29T03:29:41.16,1,055/105,Uncommon,Grass,,7.5,14.96,18.05,14.27,,1st Edition,60,Basic,"[1G] Agility (10)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Scyther.",[GGG] Sharp Sickle (40),R,F-30,1,
88995,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/88995_200w.jpg,3,1444,https://cpt.tcgcsv.com/WCK,2022-11-29T03:29:41.16,1,055/105,Uncommon,Grass,,3.0,4.49,5.99,4.61,,Unlimited,60,Basic,"[1G] Agility (10)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Scyther.",[GGG] Sharp Sickle (40),R,F-30,1,
89048,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/89048_200w.jpg,3,1444,https://cpt.tcgcsv.com/-DK,2025-02-05T21:14:41.957,1,081/105,Common,Water,,0.9,1.5,8.0,1.69,,1st Edition,50,Basic,"[1W] Take Down (30)
<br>
Seel does 10 damage to itself.",,L,,1,
89048,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/89048_200w.jpg,3,1444,https://cpt.tcgcsv.com/-DK,2025-02-05T21:14:41.957,1,081/105,Common,Water,,0.2,0.5,1.99,0.67,,Unlimited,50,Basic,"[1W] Take Down (30)
<br>
Seel does 10 damage to itself.",,L,,1,
89162,Shining Celebi,Shining Celebi,https://tcgplayer-cdn.tcgplayer.com/product/89162_200w.jpg,3,1444,https://cpt.tcgcsv.com/gHK,2022-11-29T03:32:45.35,1,106/105,Secret Rare,Grass,,618.89,1249.99,1400.0,,,1st Edition Holofoil,50,Basic,"[W] Healing Water
<br>
Remove a number of damage counters from 1 of your Benched Pokémon equal to the number of Water Energy cards attached to Shining Celebi. If the Pokémon has fewer damage counters than that, remove all of them.","[GP] Miracle Leaf (10)
<br>
Flip a number of coins equal to the number of Energy attached to the Defending Pokémon. If you get 1 or more heads, the Defending Pokémon is now Asleep, Confused, or Poisoned (your choice).",R,,1,
89162,Shining Celebi,Shining Celebi,https://tcgplayer-cdn.tcgplayer.com/product/89162_200w.jpg,3,1444,https://cpt.tcgcsv.com/gHK,2022-11-29T03:32:45.35,1,106/105,Secret Rare,Grass,,374.99,382.5,450.0,442.97,,Unlimited Holofoil,50,Basic,"[W] Healing Water
<br>
Remove a number of damage counters from 1 of your Benched Pokémon equal to the number of Water Energy cards attached to Shining Celebi. If the Pokémon has fewer damage counters than that, remove all of them.","[GP] Miracle Leaf (10)
<br>
Flip a number of coins equal to the number of Energy attached to the Defending Pokémon. If you get 1 or more heads, the Defending Pokémon is now Asleep, Confused, or Poisoned (your choice).",R,,1,
89163,Shining Charizard,Shining Charizard,https://tcgplayer-cdn.tcgplayer.com/product/89163_200w.jpg,3,1444,https://cpt.tcgcsv.com/hHK,2023-03-01T18:12:07.52,1,107/105,Secret Rare,Fire,,6166.56,6166.56,6166.56,,,1st Edition Holofoil,100,Basic,"[RRRLL] White-hot Flame (100)
<br>
Discard 1 Fire Energy card and 1 Lightning Energy card attached to Shining Charizard or this attack does nothing. Flip a coin. If tails, Shining Charizard does 30 damage to itself.",,W,F-30,3,
89163,Shining Charizard,Shining Charizard,https://tcgplayer-cdn.tcgplayer.com/product/89163_200w.jpg,3,1444,https://cpt.tcgcsv.com/hHK,2023-03-01T18:12:07.52,1,107/105,Secret Rare,Fire,,1250.0,1700.0,9500.0,6502.49,,Unlimited Holofoil,100,Basic,"[RRRLL] White-hot Flame (100)
<br>
Discard 1 Fire Energy card and 1 Lightning Energy card attached to Shining Charizard or this attack does nothing. Flip a coin. If tails, Shining Charizard does 30 damage to itself.",,W,F-30,3,
89165,Shining Kabutops,Shining Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/89165_200w.jpg,3,1444,https://cpt.tcgcsv.com/kHK,2022-11-29T03:37:40.33,1,108/105,Secret Rare,Fighting,,300.0,360.32,400.0,290.56,,Unlimited Holofoil,80,Basic,"[FFL] Lightning Cut (30+)
<br>
Flip a coin. If heads, this attack does 30 damage plus 10 more damage and does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> If tails, this attack does 30 damage and Shining Kabutops does 10 damage to itself.","[FFWW] Water Slash (50+)
<br>
Does 50 damage plus 10 more damage for each Water Energy attached to Shining Kabutops but not used to pay for this attack's Energy cost. Don't apply Resistance.",G,,2,
89167,Shining Mewtwo,Shining Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/89167_200w.jpg,3,1444,https://cpt.tcgcsv.com/mHK,2022-11-29T03:40:49.127,1,109/105,Secret Rare,Psychic,,3000.0,3000.0,3000.0,500.0,,1st Edition Holofoil,70,Basic,"[PL] Reflect Shield
<br>
If an attack does damage to Shining Mewtwo during your opponent's next turn <em>(even if Shining Mewtwo is Knocked Out)</em>, flip a coin. If heads, prevent all damage done to Shining Mewtwo from that attack <em>(any other effects of attacks still happen)</em> and do 20 damage to the attacking Pokémon.","[PPR] Psyburst (40+)
<br>
Discard a Fire Energy card attached to Shining Mewtwo or this attack does nothing. This attack does 40 damage plus 10 damage for each Energy attached to the Defending Pokémon.",P,,2,
89167,Shining Mewtwo,Shining Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/89167_200w.jpg,3,1444,https://cpt.tcgcsv.com/mHK,2022-11-29T03:40:49.127,1,109/105,Secret Rare,Psychic,,767.27,1090.0,1100.0,769.28,,Unlimited Holofoil,70,Basic,"[PL] Reflect Shield
<br>
If an attack does damage to Shining Mewtwo during your opponent's next turn <em>(even if Shining Mewtwo is Knocked Out)</em>, flip a coin. If heads, prevent all damage done to Shining Mewtwo from that attack <em>(any other effects of attacks still happen)</em> and do 20 damage to the attacking Pokémon.","[PPR] Psyburst (40+)
<br>
Discard a Fire Energy card attached to Shining Mewtwo or this attack does nothing. This attack does 40 damage plus 10 damage for each Energy attached to the Defending Pokémon.",P,,2,
89168,Shining Noctowl,Shining Noctowl,https://tcgplayer-cdn.tcgplayer.com/product/89168_200w.jpg,3,1444,https://cpt.tcgcsv.com/nHK,2022-11-29T03:47:31.613,1,110/105,Secret Rare,Colorless,,329.99,329.99,329.99,631.04,,1st Edition Holofoil,60,Basic,"[1PL] Flashing Eyes (30)
<br>
Flip 3 coins. If exactly 1 is heads, the Defending Pokémon is now Asleep. If exactly 2 are heads, the Defending Pokémon is now Confused. If all 3 are heads, the Defending Pokémon is now Paralyzed.",,L,F-30,1,
89168,Shining Noctowl,Shining Noctowl,https://tcgplayer-cdn.tcgplayer.com/product/89168_200w.jpg,3,1444,https://cpt.tcgcsv.com/nHK,2022-11-29T03:47:31.613,1,110/105,Secret Rare,Colorless,,191.39,300.0,316.33,215.72,,Unlimited Holofoil,60,Basic,"[1PL] Flashing Eyes (30)
<br>
Flip 3 coins. If exactly 1 is heads, the Defending Pokémon is now Asleep. If exactly 2 are heads, the Defending Pokémon is now Confused. If all 3 are heads, the Defending Pokémon is now Paralyzed.",,L,F-30,1,
89169,Shining Raichu,Shining Raichu,https://tcgplayer-cdn.tcgplayer.com/product/89169_200w.jpg,3,1444,https://cpt.tcgcsv.com/pHK,2022-11-29T03:49:02.823,1,111/105,Secret Rare,Lightning,,250.0,329.99,350.0,317.5,,Unlimited Holofoil,70,Basic,"[LLWW] Thundersquall (40)
<br>
If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to that Pokémon for each Water Energy attached to Shining Raichu. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,F,,1,
89170,Shining Steelix,Shining Steelix,https://tcgplayer-cdn.tcgplayer.com/product/89170_200w.jpg,3,1444,https://cpt.tcgcsv.com/qHK,2022-11-29T03:52:54.083,1,112/105,Secret Rare,Metal,,228.99,323.31,349.99,242.5,,Unlimited Holofoil,90,Basic,"[MMFF] Crushing Earth (80) 
<br>
Flip a coin. If heads, this attack does 10 damage to each Benched Pokémon <em>(yours and your opponent's)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> If tails, this attack does nothing. Either way, Shining Steelix can't attack during your next turn.",,R,G-30,4,
89171,Shining Tyranitar,Shining Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/89171_200w.jpg,3,1444,https://cpt.tcgcsv.com/rHK,2022-11-29T03:55:37.093,1,113/105,Secret Rare,Darkness,,700.0,2475.0,4249.99,,,1st Edition Holofoil,80,Basic,"[DFF] Mountain Crush (30)
<br>
Flip a coin until you get tails. For each heads, your opponent discards the top card from his or her deck.","[DRRR] Destructive Fire (50)
<br>
Flip a coin for each Fire Energy card attached to Shining Tyranitar. For each heads, discard a Fire Energy card attached to Shining Tyranitar or this attack does nothing. Then, for each heads, choose an Energy card attached to the Defending Pokémon and discard it. If it has fewer Energy cards than that, discard all of them.",None,P-30,3,
89171,Shining Tyranitar,Shining Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/89171_200w.jpg,3,1444,https://cpt.tcgcsv.com/rHK,2022-11-29T03:55:37.093,1,113/105,Secret Rare,Darkness,,501.99,610.0,842.28,669.65,,Unlimited Holofoil,80,Basic,"[DFF] Mountain Crush (30)
<br>
Flip a coin until you get tails. For each heads, your opponent discards the top card from his or her deck.","[DRRR] Destructive Fire (50)
<br>
Flip a coin for each Fire Energy card attached to Shining Tyranitar. For each heads, discard a Fire Energy card attached to Shining Tyranitar or this attack does nothing. Then, for each heads, choose an Energy card attached to the Defending Pokémon and discard it. If it has fewer Energy cards than that, discard all of them.",None,P-30,3,
89337,Slugma,Slugma,https://tcgplayer-cdn.tcgplayer.com/product/89337_200w.jpg,3,1444,https://cpt.tcgcsv.com/MLK,2023-05-27T17:43:34.45,1,082/105,Common,Fire,,0.92,1.76,4.99,1.79,,1st Edition,50,Basic,[RR] Combustion (30),,W,,2,
89337,Slugma,Slugma,https://tcgplayer-cdn.tcgplayer.com/product/89337_200w.jpg,3,1444,https://cpt.tcgcsv.com/MLK,2023-05-27T17:43:34.45,1,082/105,Common,Fire,,0.17,0.5,1.99,0.51,0.31,Unlimited,50,Basic,[RR] Combustion (30),,W,,2,
89618,Sunkern,Sunkern,https://tcgplayer-cdn.tcgplayer.com/product/89618_200w.jpg,3,1444,https://cpt.tcgcsv.com/nSK,2022-11-29T03:57:51.937,1,083/105,Common,Grass,,0.99,1.75,3.89,1.75,1.18,1st Edition,40,Basic,[1] Rollout (10),"[GG] Sunbathe
<br>
Flip a coin. If heads, remove all damage counters from Sunkern. Search your deck for a card that evolves from Sunkern and attach that card to Sunkern. This counts as evolving Sunkern. Shuffle your deck afterward.",R,,2,
89618,Sunkern,Sunkern,https://tcgplayer-cdn.tcgplayer.com/product/89618_200w.jpg,3,1444,https://cpt.tcgcsv.com/nSK,2022-11-29T03:57:51.937,1,083/105,Common,Grass,,0.24,0.61,1.99,0.65,,Unlimited,40,Basic,[1] Rollout (10),"[GG] Sunbathe
<br>
Flip a coin. If heads, remove all damage counters from Sunkern. Search your deck for a card that evolves from Sunkern and attach that card to Sunkern. This counts as evolving Sunkern. Shuffle your deck afterward.",R,,2,
89699,Swinub,Swinub,https://tcgplayer-cdn.tcgplayer.com/product/89699_200w.jpg,3,1444,https://cpt.tcgcsv.com/_TK,2022-11-29T03:59:25.56,1,084/105,Common,Water,,1.22,1.99,4.22,1.87,,1st Edition,50,Basic,"[1W] Generate Cold (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,G,L-30,1,
89699,Swinub,Swinub,https://tcgplayer-cdn.tcgplayer.com/product/89699_200w.jpg,3,1444,https://cpt.tcgcsv.com/_TK,2022-11-29T03:59:25.56,1,084/105,Common,Water,,0.34,0.9,2.05,0.94,,Unlimited,50,Basic,"[1W] Generate Cold (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,G,L-30,1,
89850,Team Rocket's Evil Deeds,Team Rockets Evil Deeds,https://tcgplayer-cdn.tcgplayer.com/product/89850_200w.jpg,3,1444,https://cpt.tcgcsv.com/0ZK,2022-11-29T04:00:35.073,1,103/105,Uncommon,Trainer,"Look at your opponent's hand and choose a card there. Your opponent shuffles that card into his or her deck. Then, your opponent may draw up to 2 cards.",4.45,7.35,8.4,7.51,,1st Edition,,,,,,,,
89850,Team Rocket's Evil Deeds,Team Rockets Evil Deeds,https://tcgplayer-cdn.tcgplayer.com/product/89850_200w.jpg,3,1444,https://cpt.tcgcsv.com/0ZK,2022-11-29T04:00:35.073,1,103/105,Uncommon,Trainer,"Look at your opponent's hand and choose a card there. Your opponent shuffles that card into his or her deck. Then, your opponent may draw up to 2 cards.",1.69,2.5,6.54,2.28,,Unlimited,,,,,,,,
89898,Thought Wave Machine (Rocket's Secret Machine),Thought Wave Machine Rockets Secret Machine,https://tcgplayer-cdn.tcgplayer.com/product/89898_200w.jpg,3,1444,https://cpt.tcgcsv.com/-ZK,2022-11-29T04:02:20.777,1,096/105,Rare,Trainer,"Flip a coin until you get tails. For each heads, return an Energy card attached to your opponent's Active Pokémon to your opponent's hand. If the Pokémon has fewer attached Energy cards than that, return all of them to your opponent's hand. Your turn is over now (you don't get to attack).",5.99,10.1,15.0,8.29,,1st Edition,,,,,,,,
89898,Thought Wave Machine (Rocket's Secret Machine),Thought Wave Machine Rockets Secret Machine,https://tcgplayer-cdn.tcgplayer.com/product/89898_200w.jpg,3,1444,https://cpt.tcgcsv.com/-ZK,2022-11-29T04:02:20.777,1,096/105,Rare,Trainer,"Flip a coin until you get tails. For each heads, return an Energy card attached to your opponent's Active Pokémon to your opponent's hand. If the Pokémon has fewer attached Energy cards than that, return all of them to your opponent's hand. Your turn is over now (you don't get to attack).",4.89,6.0,8.99,5.47,,Unlimited,,,,,,,,
89930,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/89930_200w.jpg,3,1444,https://cpt.tcgcsv.com/D-K,2022-11-29T04:05:08.213,1,056/105,Uncommon,Colorless,,24.74,29.3,33.85,23.95,,1st Edition,40,Basic,"[1] Charm
<br>
If the Defending Pokémon attacks during your opponent's next turn, any damage it does is reduced by 10 (before applying Weakness and Resistance).","[2] Spike Ball Tackle (20)
<br>
Togepi does 10 damage to itself.",,P-30,1,
89930,Togepi,Togepi,https://tcgplayer-cdn.tcgplayer.com/product/89930_200w.jpg,3,1444,https://cpt.tcgcsv.com/D-K,2022-11-29T04:05:08.213,1,056/105,Uncommon,Colorless,,13.89,16.0,28.06,12.19,,Unlimited,40,Basic,"[1] Charm
<br>
If the Defending Pokémon attacks during your opponent's next turn, any damage it does is reduced by 10 (before applying Weakness and Resistance).","[2] Spike Ball Tackle (20)
<br>
Togepi does 10 damage to itself.",,P-30,1,
89993,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/89993_200w.jpg,3,1444,https://cpt.tcgcsv.com/T_K,2023-01-06T06:32:20.927,1,085/105,Common,Water,,3.88,5.43,6.99,5.35,,1st Edition,50,Basic,"[W] Water Gun (10+)
<br>
Does 10 damage plus 10 more damage for each Water Energy attached to Totodile but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",,G,,1,
89993,Totodile,Totodile,https://tcgplayer-cdn.tcgplayer.com/product/89993_200w.jpg,3,1444,https://cpt.tcgcsv.com/T_K,2023-01-06T06:32:20.927,1,085/105,Common,Water,,0.55,1.99,9.48,1.99,,Unlimited,50,Basic,"[W] Water Gun (10+)
<br>
Does 10 damage plus 10 more damage for each Water Energy attached to Totodile but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",,G,,1,
90201,Unown [C],Unown C,https://tcgplayer-cdn.tcgplayer.com/product/90201_200w.jpg,3,1444,https://cpt.tcgcsv.com/26L,2022-11-29T04:09:22.023,1,057/105,Uncommon,Psychic,"<strong>Pokémon Power: [Chase]</strong> As long as Unown [C] is your Active Pokémon, whenever your opponent's Active Pokémon tries to retreat, flip a coin. If heads, put 1 damage counter on that Pokémon. Apply Weakness and Resistance.",7.82,8.85,10.8,8.85,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90201,Unown [C],Unown C,https://tcgplayer-cdn.tcgplayer.com/product/90201_200w.jpg,3,1444,https://cpt.tcgcsv.com/26L,2022-11-29T04:09:22.023,1,057/105,Uncommon,Psychic,"<strong>Pokémon Power: [Chase]</strong> As long as Unown [C] is your Active Pokémon, whenever your opponent's Active Pokémon tries to retreat, flip a coin. If heads, put 1 damage counter on that Pokémon. Apply Weakness and Resistance.",3.68,6.34,8.17,6.43,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90209,Unown [G],Unown G,https://tcgplayer-cdn.tcgplayer.com/product/90209_200w.jpg,3,1444,https://cpt.tcgcsv.com/c6L,2022-11-29T04:12:52.99,1,027/105,Rare,Psychic,"<strong>Pokémon Power: [Give]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [G], Unown [I], Unown [V], and Unown [E] on your Bench, you may flip a coin. If heads, search your deck for a basic Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",18.1,20.06,20.41,18.55,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90209,Unown [G],Unown G,https://tcgplayer-cdn.tcgplayer.com/product/90209_200w.jpg,3,1444,https://cpt.tcgcsv.com/c6L,2022-11-29T04:12:52.99,1,027/105,Rare,Psychic,"<strong>Pokémon Power: [Give]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [G], Unown [I], Unown [V], and Unown [E] on your Bench, you may flip a coin. If heads, search your deck for a basic Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",9.49,13.07,25.25,13.19,11.2,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90211,Unown [H],Unown H,https://tcgplayer-cdn.tcgplayer.com/product/90211_200w.jpg,3,1444,https://cpt.tcgcsv.com/f6L,2022-11-29T04:14:52.293,1,028/105,Rare,Psychic,"<strong>Pokémon Power: [Help]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [H], Unown [E], Unown [L], and Unown [P] on your Bench, you may shuffle your hand into your deck, then draw a new hand of the same number of cards.",12.13,16.87,21.6,17.2,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90211,Unown [H],Unown H,https://tcgplayer-cdn.tcgplayer.com/product/90211_200w.jpg,3,1444,https://cpt.tcgcsv.com/f6L,2022-11-29T04:14:52.293,1,028/105,Rare,Psychic,"<strong>Pokémon Power: [Help]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [H], Unown [E], Unown [L], and Unown [P] on your Bench, you may shuffle your hand into your deck, then draw a new hand of the same number of cards.",13.47,16.99,33.0,13.28,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90219,Unown [L],Unown L,https://tcgplayer-cdn.tcgplayer.com/product/90219_200w.jpg,3,1444,https://cpt.tcgcsv.com/p6L,2022-12-30T22:53:58.347,1,086/105,Common,Psychic,"<strong>Pokémon Power: [Laugh]</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, each player shuffles his or her deck. This power can be used even if Unown [L] is Asleep, Confused, or Paralyzed.",0.82,1.99,3.66,1.87,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90219,Unown [L],Unown L,https://tcgplayer-cdn.tcgplayer.com/product/90219_200w.jpg,3,1444,https://cpt.tcgcsv.com/p6L,2022-12-30T22:53:58.347,1,086/105,Common,Psychic,"<strong>Pokémon Power: [Laugh]</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, each player shuffles his or her deck. This power can be used even if Unown [L] is Asleep, Confused, or Paralyzed.",0.36,0.74,3.0,0.78,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90227,Unown [P],Unown P,https://tcgplayer-cdn.tcgplayer.com/product/90227_200w.jpg,3,1444,https://cpt.tcgcsv.com/z6L,2022-11-29T04:17:27.017,1,058/105,Uncommon,Psychic,"<strong>Pokémon Power: [Perform]</strong>
<br>
If an attack damaged Unown [P] during your opponent's last turn and Unown [P] was your Active Pokémon, Unown [P]'s Hidden Power attack does that much more damage to the Defending Pokémon. This power can be used even if Unown [P] is Confused.",3.67,8.45,14.99,5.53,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90227,Unown [P],Unown P,https://tcgplayer-cdn.tcgplayer.com/product/90227_200w.jpg,3,1444,https://cpt.tcgcsv.com/z6L,2022-11-29T04:17:27.017,1,058/105,Uncommon,Psychic,"<strong>Pokémon Power: [Perform]</strong>
<br>
If an attack damaged Unown [P] during your opponent's last turn and Unown [P] was your Active Pokémon, Unown [P]'s Hidden Power attack does that much more damage to the Defending Pokémon. This power can be used even if Unown [P] is Confused.",1.67,2.7,7.99,2.75,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90229,Unown [Q],Unown Q,https://tcgplayer-cdn.tcgplayer.com/product/90229_200w.jpg,3,1444,https://cpt.tcgcsv.com/C6L,2022-11-29T04:18:56.453,1,059/105,Uncommon,Psychic,"<strong>Pokémon Power: [Quicken]</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, prevent all effects of attacks, including damage, done to any of your Pokémon with Unown in its name during your opponent's next turn. If you have more than 1 Unown [Q] in play, use only 1 [Quicken] each turn. This power can be used even if Unown [Q] is Asleep, Confused, or Paralyzed.",8.0,9.59,16.0,8.47,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90229,Unown [Q],Unown Q,https://tcgplayer-cdn.tcgplayer.com/product/90229_200w.jpg,3,1444,https://cpt.tcgcsv.com/C6L,2022-11-29T04:18:56.453,1,059/105,Uncommon,Psychic,"<strong>Pokémon Power: [Quicken]</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, prevent all effects of attacks, including damage, done to any of your Pokémon with Unown in its name during your opponent's next turn. If you have more than 1 Unown [Q] in play, use only 1 [Quicken] each turn. This power can be used even if Unown [Q] is Asleep, Confused, or Paralyzed.",3.34,6.98,14.5,6.25,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90232,Unown [S],Unown S,https://tcgplayer-cdn.tcgplayer.com/product/90232_200w.jpg,3,1444,https://cpt.tcgcsv.com/G6L,2022-11-29T04:20:06.553,1,087/105,Common,Psychic,"<strong>Pokémon Power: [Search]</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may look at 1 of your Prize cards. Return that Prize card face down. This power can be used even if Unown [S] is Asleep, Confused, or Paralyzed.",1.48,1.95,4.0,1.89,,1st Edition,40,Basic,[1P] Hidden Power (20),,P,,1,
90232,Unown [S],Unown S,https://tcgplayer-cdn.tcgplayer.com/product/90232_200w.jpg,3,1444,https://cpt.tcgcsv.com/G6L,2022-11-29T04:20:06.553,1,087/105,Common,Psychic,"<strong>Pokémon Power: [Search]</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may look at 1 of your Prize cards. Return that Prize card face down. This power can be used even if Unown [S] is Asleep, Confused, or Paralyzed.",0.47,0.91,4.89,0.92,,Unlimited,40,Basic,[1P] Hidden Power (20),,P,,1,
90234,Unown [T],Unown T,https://tcgplayer-cdn.tcgplayer.com/product/90234_200w.jpg,3,1444,https://cpt.tcgcsv.com/J6L,2022-11-29T04:21:07,1,088/105,Common,Psychic,"<strong>Pokémon Power: [Tell]</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand and show your hand to your opponent. This power can be used even if Unown [T] is Asleep, Confused, or Paralyzed.",1.15,1.56,3.99,1.49,,1st Edition,40,Basic,[1P] Hidden Power (20),,P,,1,
90234,Unown [T],Unown T,https://tcgplayer-cdn.tcgplayer.com/product/90234_200w.jpg,3,1444,https://cpt.tcgcsv.com/J6L,2022-11-29T04:21:07,1,088/105,Common,Psychic,"<strong>Pokémon Power: [Tell]</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at your opponent's hand and show your hand to your opponent. This power can be used even if Unown [T] is Asleep, Confused, or Paralyzed.",0.19,0.68,2.99,0.72,0.38,Unlimited,40,Basic,[1P] Hidden Power (20),,P,,1,
90238,Unown [V],Unown V,https://tcgplayer-cdn.tcgplayer.com/product/90238_200w.jpg,3,1444,https://cpt.tcgcsv.com/N6L,2022-11-29T04:22:11.743,1,089/105,Common,Psychic,"<strong>Pokémon Power: [Vanish]</strong>
<br>
When you play Unown [V] from your hand, you may flip a coin. If heads, return 1 of your Pokémon with Unown in its name (other than Unown [V]) to your hand. <em>(Discard all cards attached to that card.)</em>",1.05,1.99,4.08,1.56,1.42,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
90238,Unown [V],Unown V,https://tcgplayer-cdn.tcgplayer.com/product/90238_200w.jpg,3,1444,https://cpt.tcgcsv.com/N6L,2022-11-29T04:22:11.743,1,089/105,Common,Psychic,"<strong>Pokémon Power: [Vanish]</strong>
<br>
When you play Unown [V] from your hand, you may flip a coin. If heads, return 1 of your Pokémon with Unown in its name (other than Unown [V]) to your hand. <em>(Discard all cards attached to that card.)</em>",0.5,1.12,3.99,1.12,,Unlimited,40,Basic,[P] Hidden Power (10),,P,,1,
90240,Unown [W],Unown W,https://tcgplayer-cdn.tcgplayer.com/product/90240_200w.jpg,3,1444,https://cpt.tcgcsv.com/Q6L,2022-11-29T04:23:36.427,1,029/105,Rare,Psychic,"<strong>Pokémon Power: [Want]</strong> Once during your turn <em>(before your attack)</em>, if you have Unown [W]. Unown [A], Unown [N], and Unown [T] on your Bench, you may flip a coin. If heads, put a Trainer card from your discard pile into your hand.",19.99,24.08,24.98,22.13,,1st Edition,40,Basic,[P] Hidden Power (10),,P,,1,
